Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title,Spanish scenario body,Spanish scenario body #2,Spanish comprehension question,Spanish correct response,Spanish incorrect response,Old Spanish photo link,New Spanish photo link,Letters Missing
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Correo electrónico importante,"Hoy recibirás un correo electrónico que te informará si recibiste un ascenso. Tienes algunas horas para esperar hasta recibir el correo. Cuando piensas en esperar tanto tiempo, te sientes miserable.",N/A,¿Te sientes bien teniendo que esperar el correo electrónico?,No,,https://drive.google.com/file/d/1p8eW_KLXFYr5TmnLnDsSXpM0xUI6bJ61/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/email_2.jpg,2
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Faltando una reunión,"Aunque normalmente llegas a tiempo a los eventos de trabajo, hoy recibes un correo electrónico de tu jefe diciendo que estás unos minotos tarde a una reunion, de la cual te olvidaste completamente. Mientras llegas rápidamente a la ofinica, te preguntas si te van a juzgar por llegar tarde. Al entrar en la oficina, su ansiedad es tolerable.",N/A,"¿Durante la reunion, tu jefe pensará que probablemente eres...","Competente, a pesar de que cometiste un error.",Irresponsable y nervioso.,https://drive.google.com/file/d/1Xtpog7JLHTLu8uPpNq90GkgqP4CpvcjD/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/meeting.jpg,2
Académicos/Trabajo/Desarrollo Profesional,,,Comentarios en las redes sociales,Le enviaste un mensaje de texto a un buen amigo hace un par de horas. Pasa un día y todavía no han respondido. Piensas en que tu amigo no usa su teléfono con frecuencia y te sientes mejor.,,¿Está bien que tu amigo no haya respondido todavía?,Si,,https://drive.google.com/file/d/1klpzcCJzVJGxqFyO7_kTDiM6lw5TxuU8/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/text.jpg,2
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Evaluaciones entre compañeros,"Estás debatiendo con tus compañeros sobre una tarea en tu trabajo. Las otras personas tienen más experiencia que tú. Cuando piensas en argumentar tu posición, te sientes seguro.",N/A,¿Estás preocupado por el debate?,No,,https://drive.google.com/file/d/1Gf9_VnvtNkCVWOZu8VQ1INYnQFjRuB7m/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/debate.png,2
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Gestión de responsabilidades,"Has empezado a hacer voluntariado en una organización local y te ha costado manejarlo con trabajo. Uno de los líderes voluntarios te preguntó si estarías dispuesto a ayudarla con un proyecto fuera de tus responsabilidades habituales y te preocupa que se decepcione si dices que no. Después de pensarlo, le dices que no puedes ayudar con este proyecto debido al trabajo, pero que estás dispuesto a ayudar en el siguiente.",N/A,¿Está bien rechazar responsabilidad adicional?,Si,,https://drive.google.com/file/d/1mnjPZpYIVahZEm1gr4Zu9gKZfMCjl2Tk/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/colleague.jpg,2
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Recuperándote despues de un error,"Estás dando una presentación en una reunión y accidentalmente omites una sección, así que tienes que empezar de nuevo. Te sientes avergonzado por el error y te preocupa lo que pensó la audiencia. La audiencia probablemente piensa que tu presentación fue incómoda.","Más tarde ese día, te das cuenta de que es normal cometer errores al presentar. Probablemente la audiencia pensó que tu presenación después de comenzar de nuevo fue admirable.",¿Crees que la audiencia piensas que eres incómodo por cometer un error?,No,,https://drive.google.com/file/d/10fLWhto09ulpTOoQ_oICa06UK6vWzttW/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/presentation_2.jpg,2
Académicos/Trabajo/Desarrollo Profesional,,,Reorganización después de la exposición,"Tiene una presentación para su departamento próximamente y ha estado trabajando duro con la esperanza de impresionar a su supervisor. La noche anterior, descubres que un amigo con el que cenaste dio positivo por COVID. Cree que su supervisor lo comprenderá y lo ayudará a hacer los arreglos necesarios para realizar la presentación de manera segura.",N/A,¿Su supervisor lo penalizará por estar expuesto?,No,,https://drive.google.com/file/d/1VI2RlOCEQp-MZuaDiydNX2wBxDcqv_kH/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/typo.jpg,2
Académicos/Trabajo/Desarrollo Profesional,,,Deprimido,"Has tenido una semana ocupada y estresante. Generalmente estás feliz, pero te has sentido aburrido y triste durante los últimos días. Recuerdas que es normal tener algunos días difíciles.",N/A,Te sientes normal?,Si,,https://drive.google.com/file/d/1Idh86DIZlODfTEChHpLTlFGu9oVwjF82/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/harddays.jpg,2
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Revisando tu trabajo,"Te han llamado para una evaluación de desempeño con tu jefe. En general, haces un buen trabajo, pero sabes que tu jefe ha notado algunos errores recientemente. Mientras te preparas para la revisión, piensas que tu reunión probablemente se centrará en tus defectos.",N/A,Es probable que su jefe sienta que...,La mayor parte de tu trabajo ha sido de muy alta calidad.,Tus errores han sido graves e inaceptables.,https://drive.google.com/file/d/1EAYPVHFKPfUOp3vNgYgsrQGqdKFYW-a8/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/bossmeeting.jpg,2
Académicos/Trabajo/Desarrollo Profesional,,,Complicaciones en terminar,"Hoy estás proponiendo una nueva idea en una reunión. Solo tienes una hora antes de la reunión y no sabes por dónde empezar. Cuando piensas en tu capacidad para completar la propuesta, te sientes dudoso.",N/A,¿Podrás terminar tu propuesta a tiempo?,No,,https://drive.google.com/file/d/1HUpZhRLel0QTYYZM64ONySSJM68ju4jm/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/time.jpg,2
Académicos/Trabajo/Desarrollo Profesional,,,Multitud del discurso,"Estás dando un discurso en una convención de trabajo. Mientras hablas, miras la audeiencia y notas que la expresión de tu jefe es casi inexpresiva, pero puedes distinguir un ligero ceño fruncido.","Después del discurso, te das cuenta de que a menudo las personas parecen inexpresivas y fruncen el ceño cuando están concentradas y se esfuerzan mucho. Piensas que es muy probable que tu jefe estuviera impresionado.",¿Significa su expresión neutral que tu jefe está decepcionado con tu discurso?,No,,https://drive.google.com/file/d/1j_wTSZ6LyYqWqgOAZFYdxFtjd0jBduSd/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/convention.jpg,2
Académicos/Trabajo/Desarrollo Profesional,Finanzas,,Mercado de trabajo,"Recientemente viste en las noticias que la economía ha estado particularmente mal. Aunque tu jefe normalmente te da buenas críticas, te preguntas si tu trabajo es seguro. Crees que probablemente estarás bien.",,¿Es probable que te despidan?,No,,https://drive.google.com/file/d/1_T7rY6ZMUGkrrUUDGpQvHEG53QIE1J_h/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/economy.jpg,2
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Revisando tus cualificaciones,"Estás en una nueva ciudad y necesitas empezar a solicitar trabajos. Comienzas a revisar los requisitos para los puestos y, aunque has trabajado duro para preparar tu currículum, te preguntas si será suficiente. Piensas en tus logros y sabes que has hecho más que suficiente.",N/A,¿Estás calificado para estos nuevos trabajos?,Si,,https://drive.google.com/file/d/1pcE3PZPJyiJCNCdBP0DGVbumVNri-Bev/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/application.jpg,2
Académicos/Trabajo/Desarrollo Profesional,,,Tomar una decisión,"Tu pareja quiere que acceptes un trabajo específico. Preferirías trabajar en un lugar diferente, pero tu pareja ha dejado claro que no está de acuerdo con esa decisión.  Cuando piensas en hablar con tu pareja sobre tu decisión, te sientes preparado. ",N/A,¿Puedes hablar con tu pareja sobre tu elección de trabajo?,Sí,,https://drive.google.com/file/d/1Z0nzrIQHVjl7UmtuA4nngOFyGYVvmBB-/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/college.jpg,2
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Presentación importante,"Te han pedido que hagas una presentación sobre algunos de tus últimos proyectos en una conferencia importante. Esta es una gran oportunidad para resaltar el buen trabajo que has estado haciendo, pero te sientes nervioso al hablar frente a un grupo tan grande de compañeros.",N/A,"En la conferencia, la gente probablemente pensará que...",Haces un buen trabajo explicando tu trabajo reciente.,Te ves incómodo dando tu presentación.,https://drive.google.com/file/d/1mDkkEgN6DM4uUXlBqKzoV3AT0Fc6OUwv/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/award.jpg,all
Académicos/Trabajo/Desarrollo Profesional,,,Una lectura larga,"Se te ha asignado una tarea y te esfuerzas mucho para asegurarte de que sea exhaustiva. El trabajo es bastante difícil. Cuando tu supervisor te vea, crees que juzgará tus esfuerzos como adecuados.",N/A,¿Tu supervisor juzgará sus esfuerzos como razonables?,Si,,https://drive.google.com/file/d/10cmIqGD4ytSJ27IpEXRLxzafTtIOqEwb/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/copy.jpg,all
Académicos/Trabajo/Desarrollo Profesional,,,Errores tipográficos problemáticos,"Acabas de enviar un correo electrónico importante. Al releer lo que envaste, ves un error tipográfico en la primera oración. Crees que deberías preocuparte.",,¿Deberías estar preocupado por el error tipográfico?,Si,,https://drive.google.com/file/d/1VI2RlOCEQp-MZuaDiydNX2wBxDcqv_kH/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/typo.jpg,all
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Contribuir a una discusión,Tu jefe convoca a una reunión para discutir un nuevo proyecto que involucrará a la mayoría del personal de tu oficina. De repente se te pide que contribuya con tus ideas a la discusión. Rápidamente se te ocurren algunas ideas en el momento y piensas que tus colegas encontrarán que tus ideas son emocionantes.,,Las personas en su oficina probablemente...,apoyen tus ideas,no les gusten tus ideas,https://drive.google.com/file/d/1JLyALw0FAi4CqbIXE3sRzXwYRToDyEgw/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/discussion.jpg,all
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,Situaciones Sociales,Opinión importante,"Terminas una tarea que tienes que entregar la próxima semana para le pides la opinión a tu jefe. Te dicen que el trabajo está bien, excepto por una sección incompleta. Sientes que piensan que eres descuidado.","Al final, te das cuenta de que señalaron el error para que pudieras mejorarlo antes de enviarlo. Corriges la sección incompleta y crees que tu jefe piensa que estás aprendiendo.",¿Tu jefe quedó satisfecho con tu progreso?,Si,,https://drive.google.com/file/d/1sS8e3ZmixCVH2YAFPuVlOAoIhpt-vfWE/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/opinion.jpg,all
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Dando una presentación,"Tienes mucho trabajo para la evaluación de tu trabajo. Una de tus tareas más importantes es hacer una presentación extensa y bien preparada para tus compañeros de trabajo. Cuando te imaginas dando tu presentación, te sientes emocionado.",N/A,¿Estás deseando dar tu presentación a tus compañeros de trabajo?,Si,,https://drive.google.com/file/d/1_2rE9XRzKQTqhk0TQjBqftLX-RvYtkqL/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/presentation.png,all
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Corrección rápida,"En el pasillo del trabajo, tu jefe te hace una pregunta y te das cuenta de que has respondido incorrectamente. Tu jefe te corrige. Crees que la experiencia de ser corregido por tu jefe es terrible.","Al final, recuerdas que cometer errores ocasionalmente no te hace un mal empleado. Tu jefe te corregió amablemente, porque es su trabajo, y sientes que toda la interacción estuvo bien.",¿Está bien responder incorrectamente de vez en cuando a una pregunta de su jefe?,Si,,https://drive.google.com/file/d/1LkIEzSKHGt3ThPYYrQWPZjfUroEcuFve/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/corridor.jpg,all
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Presentación opcional,"Tu jefe ha contratado a algunos pasantes para el verano. Tu jefe te pide que te quedes después del trabajo para darles una breve presentación sobre los objetivos y valores de la universidad, pero te dice que esto es completamente opcional. Te sientes un poco nervioso por dar la presentación, y decides quedarte. ",,¿Te quedas a dar la presentación opcional?,Sí,,https://drive.google.com/file/d/1f7AX8AtByV-EKIO86OXhrR2a6P9gCwXU/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/interns.jpg,all
Académicos/Trabajo/Desarrollo Profesional,Vida Familiar y Doméstica,,Opiniones de otros,Te negaron un ascenso este año y sabes que tu amigo te estaba apoyando para que obtuvieras un ascenso. Fruncen el ceño cuando les cuentas que no han conseguido uno. Les dices que trabajaste muy duro a pesar de no conseguir un ascenso y ellos están orgullosos del esfuerzo que hiciste durante todo el año.,,¿Tu amigo está decepcionado porque no obtuviste el ascenso?,No,,https://drive.google.com/file/d/1WzyVq9WXRsCbwmV-3XbVYvTo1EVSJtPA/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/worknews.jpg,all
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Participación,"Consideras asistir a un taller práctico en el que se requerirá tu opinión con frecuencia, a pesar de que no te gusta hablar frente a los demás. Después de asistir al taller, te das cuenta de que fue una decisión excelente.",N/A,¿Estás contento de haber asistido al taller?,Si,,https://drive.google.com/file/d/1Dh2em2eifFjm2KkfZDfxM2WuvxRCmMV7/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/topic.jpg,all
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Una presentación importante,"Tu jefe está viendo tu presentación en tu reunión de hoy. Durante la presentación, tropiezas mucho con tus palabras. Te sientes derrotado.  ","Mientras te sientes molesto, te das cuenta de que es natural cometer errores. Piensas que tu jefe no se acordará. ",¿Está bien que hayas cometido un error frente a tu jefe?,Sí,,https://drive.google.com/file/d/1pQHZTO39FaMtxe96k3wQ-bwUufBsPYvC/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/audience2.jpg,all
